,Text,Ground_Truth
2215,The amendments would be as follows Customers who were on Direct Access when DWR started buying power (Jan.,False
2216,"), and are still on Direct Access when the bill passes, should be exempt from paying for the bonds.",False
2217,"In short, customers should not be forced to pay for power twice once from their ESP, and once from DWR.",False
2218,"Since these customers receive power services from their ESP, they never consumed DWR power in the first place and it wouldnt be fair to require them to pay for it.",False
2219,"Customers who have been utility customers since DWR started buying power but subsequently switched to Direct Access should only pay for power provided by DWR that they actually consumed, no more and no less.",False
2220,I believe that we agreed on these concepts during the negotiations that took place over the past 4 5 weeks.,False
2221,"Or if we didnt explicitly agree during the talks, they seem to be principles on which we ought to be able to agree pretty easily now.",False
2222,Your thoughts are appreciated.,False
2223,"In addition, we have talked quite a bit about providing customers with incentives in the attempt to get California out of the energy hole that it finds itself in.",False
2224,"With this in mind, Im also proposing that the group consider an amendment to the bond bill that would exempt from bond charges any customer that switches to Direct Access by September 1st.",False
2225,"Finally, it seems odd that the language directing the PUC to suspend Direct Access is still in the bill.",False
2226,"If a dedicated rate component is created, that seems to eliminate altogether the need to suspend Direct Access.",False
2227,The prior e mail did not transmit well.,False
2228,Steve Schedule.xls Folks Scheduling a meeting time is becoming nightmarish.,False
2229,Feb 19th and 20th are no longer possible.,False
2230,"Hopefully, building a power plant will be easier than coordinating schedules.",False
2231,Just in the process of selling the house.,False
2232,The prospective buyers need to secure financing.,False
2233,How is the good life treating you?,False
2234,"Dear All, I would like to make myself available for some meetings at the Oslo office during my visit on Friday pm, Monday and Tuesday.",False
2235,TRADING OPTIONS VOLATILITY CURVES It would be useful to meet with the traders along with Bjarnes team to help us improve our understanding of the valuationhedging issues encountered in trading options (both European and Asian).,False
2236,ORIGINATION Any issues arising in complex deals (e.g.,False
2237,"dry reservoir, user time contracts) etc.",False
2238,"EXOTIC OPTIONS If everything runs smoothly, I plan to roll out the new Asian model which should also help us in improving our electricity volatility curve.",False
2239,"I will be in the Oslo office from Friday afternoon, and available all day Monday and Tuesday.",False
2240,I will be staying at the Grand Hotel and probably contactable on my mobile 07747 86813.,False
2241,"Regards, Anjam x35383 P.S.",False
2242,"I will be contactable on my mobile for any urgent queries from London customers 07747 868131, or reachable through CatherineMaret (x2570)",False
2243,"BusinessWeek would like you to join them at their Fifth Annual Digital Economy Conference December 5 6, 2000 at The Fairmont Hotel in San Francisco, CA.",False
2244,", if you reserve your space online by November 27th, we will extend to you a special rate of 1,295, which is 300 off of the registration fee.",False
2245,Will the Mobile Net live up to its promise of anytimeanywhere access to global marketplaces?,False
2246,Can Technology on Tap really free your business from geekware maintenance?,False
2247,Will Exchanges empower your company or bury it?,False
2248,And what legal and regulatory challenges do these new technologies and globalization present?,False
2249,Only a limited number of executives will be able to participate in this event.,False
2250,"8910 Bace Dr Houston, TX 77055 713 827 2271 HM 713 851 0372 MB Anne",False
2251,"Also, check out answers to some of the most commonly asked eProcurement questions below.",False
2252,"Effective today, a delivery address is required before you are able to shop.",False
2253,httphome.enron.com84messagingdeliveryaddressscreen.ppt Frequently Asked Questions Help!,False
2254,Wheres my completed shopping cart?,False
2255,"If you do not see your shopping cart in Check Status, click the Completed Items check box.",False
2256,There are two types of approvers monetary and technical.,False
2257,Monetary approvers are determined by EWS defined spend and approval limits and the reporting structure of EWS.,False
2258,eProcurement does not automatically route to cost center owners.,False
2259,IT purchase requests require technical purchasing review by IT Procurement prior to processing.,False
2260,"For help using eProcurement, contact Integrated Solutions Center Customer Care at 713 345 4727.",False
2261,Attached are the committee lists and organizatinal charts.,False
2262,"From the Street.com.... Over the past 90 days, fund companies have either launched or filed paperwork with regulators for the first four mutual funds focusing on the new poweralternative energy industries.",False
2263,Can you please let me and Brent know what needs to be done to grant hims access.,False
2264,Brent will also need additional attorneys added to the database.,False
2265,"Brent, can you provide Mike with a list of any other individuals (LegalCreditSecretarial only) you would like granted access.",False
2266,"Mike, it also appears Brent would like to copy our database to set up a document tracking database in B.A.",False
2267,Who should he contact here to get a new database created similar to ours?,False
2268,Thanks for your help!,False
2269,We need to reduce our payment to Duke.,False
2270,"When I adjusted the over delivery charge on the days we didnt nom, the demand amount changed.",False
2271,I waited until Duke agreed before I sent you this change.,False
2272,"Gentlemen, I havent heard from anyone regarding LDWPs request listed below.",False
2273,We have to reply by next week.,False
2274,What is the status?,False
2275,There is an article in the NGI publication today.,False
2276,"George, Your attachment is not opening on my computer.",False
2277,Can you put the info in Word instead?,False
2278,CALENDAR ENTRY APPOINTMENT Description Staff Mtg.,False
2279,Conference room EB4102 Date 862001 Time 1030 AM 100 PM (Central Standard Time) Chairperson Outlook Migration Team Detailed Description,False
2280,Attached is the draft.,False
2281,"It combines all three announcements into one, with a common format.",False
2282,It reflects a just the facts approach.,False
2283,The web site is in the first paragraph.,False
2284,There is a beginning hang gliding class this weekend.,False
2285,The class is offered through Leisure Learning Unlimited.,False
2286,"Then scroll down, its in there somewhere.",False
2287,"Here is the schedule Lecture Sat 10am noon, outdoors Sat 1 4pm and Sun 10am 4pm, March 4th 5th.",False
2288,"The lecture is at the LLU office on Richmond close to Kirby, I think.",False
2289,"The outdoors session is in Addicks, Im sure thats outside the loop somewhere.",False
2290,Cost 85.00 for the class and a 6.00 or 12.00 registration fee depending on which option you select.,False
2291,"REMINDER The Corporate Culture Committee will be held tomorrow, Thursday, April 12 from 1100 a.m. 100 p.m. in EB 791.",False
2292,Lunch will be served.,False
2293,"Richard Lewis will be connected from London via teleconference, and Kelly Kimberly will be calling in.",False
2294,The numbers for the conference call are as follows Domestic (888) 422 7101 and International (608) 250 9281.,False
2295,The Participant Code is 528140.,False
2296,What strategic actions are developers likely to take to deal with overcommitments for turbines?,False
2297,Is there a market for some of the turbine orders outside of North America?,False
2298,What impacts might turbine markets have on electricity markets?,False
2299,"When the Premiere Conferencing PlaceWare window opens, simply enter your name and click the View button.",False
